ID,Tweet,Sentiment
1731,I hope Coronavirus kills Boxelder Bugs. It might be the silver lining in all of this.,0
1732,Reinfection due to New Varients in short time is most likely explanation of danger by Covid19,0
1733,"Brazil needs to be together with the world to fight the corona virus, a worldwide epidemic",0
1734,"Another person in my town just died from coronavirus, he was 45 with no underlying illness",0
1735,"dont fake having corona for April fools, its a real virus affecting real people with very real consequences, thanks management",1
1736,To avoid community spreading tamil nadu need mass corona testing ... TNdemandsMassTesting,0
1737,low-key looks like corona is just taking out weak bloodlines unfortunately,1
1738,90 Day Fianc hits different now that corona has exposed America for the ghetto that it really is,1
1739,You and your family will not be a victim of coronavirus in IJN. Amen! Happy new month,1
1740,Hey Bill Gates! I saw your patent on the Coronavirus! Fuck this simulation and your stupid games. I'm sick of them now.,1
1741,"Meanwhile theres been a massive jump in the number of coronavirus cases in Brazil. 5,717 cases (up from 4579 yesterday) - and 201 deaths.",0
1742,But Corona Comes From Quran And It Doesn't Affect Muslims. Corona Attacks Kafir Only.,0
1743,I gotta get back right this coronavirus shit got me tripped out,1
1744,Anyone hear Fox News say the Corona virus came from a lab in China?,0
1745,"Taking a nasal swab is NOT conducting a coronavirus test, James. It is only a nasal swab. The actual test happens at a lab.",0
1746,Who..... joke on having corona virus??? I was worried for a sec even if i don't know him... but joking of having it? Nah dude that ain't it,1
1747,ok since it's april fools no one should joke about having corona virus imma be the one to slap y'all first,1
1748,3 ppl at my job got corona and this place still open looking stupid,1
1749,please stay woke about this dumb ass corona virus yall. its a lot deeper than you think.,1
1750,"I just saw a video of someone jumping off a building in New York bc of the corona, now Im crying",1
1751,"21 new recoveries in Bahrain totaling 316 in this place. Already 178,356 worldwide. coronavirus covid19 Bahrain",0
1752,"This is a huge problem, given the fact that in the case of COVID19 we truly are all in this together.",1
1753,Maine institutes 'stay healthy at home' order during coronavirus outbreak,0
1754,NSW Police sexually assault kids on the reg. Enforcing corona is right up their alley! Pigs gunna pig. TheDrum,1
1755,Plus with Coronavirus...&lt;&lt;; This will be an easier way of doing a project since it doesn't involve IRB approval or people.,0
1756,"I can't believe my eyes!!! Come on!!! Act like you were the president, Sir! Coronavirus COVID19",0
1757,14 More person's Tested positive for Coronavirus in JK 11 new cases in Kashmir Division.3 in Jammu Total 139,0
1758,01-04-20 let this new wind blow on coronavirus to set us free,1
1759,Very touching and relatable story of personal Covid-19 tragedy - thank you,1
1760,Good morning pals. Happy New Month. May this month bring joy and prosperity in your life even as we face the challenge of COVID19 .,0
1761,oh I really miss playing at 's garage. pls corona leave soon pls I need my offline tekken,1
1762,Govt. must strictly ban tabligi jamaat in India who is responsible for spreading corona virus in the country,0
1763,The recovery from the COVID-19 crisis must lead to a different economy,0
1764,"In Italy, the cases of coronavirus are decreasing but the death rate is constant",1
1765,Meanwhile a shipment of Covid19 test kits on the way to UK were found to be contaminated with the virus.,0
1766,Philippine Ambassador to Japan Jose Laurel V says 2 Filipinos in Japan suspected to be COVID19 positive via,0
1767,There isnt going to be an election. Trump will do anything or delay it due to COVID19,0
1768,The went from horror of non-existent death panels to their own death panels at an incredible speed. COVID19,1
1769,Coronavirus pandemic Worker shortage leads to 25-30% salary spike for daily wagers - Moneycontrol...,0
1770,In india its easy to defeat Coronavirus but not easy to defeat Communal Virus CommunalVirus,0
1771,"Breaking News India: Confirmed Coronavirus cases: 1400 Confirmed Religious Hatred cases: 14,000,000 coronavirusindia",0
1772,"It's safe to say since 2016, 2020 is the biggest clusterfuck, FUBAR year in the last 100 years. COVID19 coronavirus",1
1773,Hawa polisi kwani wako corona proof cause ya vile wanahandle watu nkama we are the only victims,1
1774,"Breaking FoxNews Alert : Coronavirus death toll in US reaches 4,000",0
1775,Corona dey do world tour!shutdown everywhere...nobody badder!we gree for u no1..oya do come dey go abeg,1
1776,"9 new recoveries in French Guiana totaling 15 in this place. Already 177,141 worldwide. coronavirus covid19 FrenchGuiana",0
1777,Where are those people who said the Coronavirus will die because of all the clapping and noise-making on 22nd March? IndiaVsCorona,0
1778,"Dr G H Yatoo of SKIMS confirms, 11 more test positive for COVID19. All from Bandipora and Baramulla. The curve remains far from flattened.",0
1779,Just wondering! Are we supposed to pay March rent? Oba tukubewo endobo anti Coronavirus (Covid 19) yassanyalaza buli kimu,0
1780,Happy day 1 of 4/20 yall best get high as fuck since we all got nothin else to do 420isnotcancelled COVID19 Quarantine,1
1781,"After all this is over, if anyone ever says Coronavirus in my presence again, Im going to flatten their curve.",1
1782,"Tbh, the way they test for the corona virus alone should be enough to make yall wanna avoid it at all cost.",1
1783,ALERT: 40 new COVID19 cases have been confirmed across Queensland.,0
1784,Corona virus increasing patients number very fast try to control it seriously very fast don't play with the people's life,1
1785,please stay home unless you really need to go out. Covid19 IS active in Perris,0
1786,fuck the coronavirus knackering c*nting basterdin wankerin tr*mp of a yolk,1
1787,To all the people saying what are we gonna talk about after corona ends... economy idiots.,1
1788,"Coronavirus outbreak in India: From 1 to 2,500 cases: 9 weeks From 2,500 to 5,000 cases: 6 days CoronaUpdate",0
1789,Finally some good news ChinaVirus ChineseVirus COVID19. . and much China and dirty Chinese.,1
1790,First time leaving the house in so long. Gas is 1.33????? Corona acting a bit naughty lately,0
1791,Bigger debaters/pundits arguing in bad faith: Hugh or Rich? coronavirus ConservatismisDead,1
1792,RT Would love to hear Dr. Birx or Fauci discuss face masks. coronavirus,0
1793,Cant stop thinking about my plant that has been in my dark office unattended since March 12th. Thanks COVID19,1
1794,A 25 year d died of the novel coronavirus and had no pre existing conditions,0
1795,"alright fine, fine. it's true. im tired of doing a tik tok dance every day until corona is over so please can there be a cure already",0
1796,"a great resource for prevention and dealing with the virus, delivered in plain language COVID19 FlattenTheCurve",0
1797,If she can give his son R1m for a music video clearly she can donate more to the Covid19 Day6OfLockdown,1
1798,Hey arent you tired of talking about coronavirus every goddamn day??,1
1799,NowPlaying Unknown - PRED EN DIRECT DU 20 03 2020 CONTRE CORONA .mp3,0
1800,i dont wanna hear any jokes about corona being gone tomorrow for april fools pls,0
1801,I'm going to just say it now.. I'm not in the mood for any April Fool's bs this year. Too much going down! StayHome coronavirus COVID19,1
1802,"B.S.,he was playing golf right through, and GOP freed him in plenty of time to prepare for Covid-19 FAIL!",0
1803,"I just wanna know something, which one of you going to beyond has tested positive for corona yet?",0
1804,World is busy in fighting COVID19 penedamic n India is busy in changing the demography of Kashmir WeRejectDomicile,1
1805,"good morning all, is the Coronavirus a biological weapon created for de-population???",1
1806,28 new cases of Coronavirus in WA. We have 14 in ICU in total. COVID19Aus,0
1807,Jan. Flashback: Dr. Fauci Said Coronavirus is not a major threat to the people of the United States,0
1808,I heard 3 different remedies for corona virus today / yo dont believe everything the internet has please.,0
1809,So happy to see that this list grows and expands. Good job . covid19,0
1810,$MBRX Announces Active Compound in WP1122 Reduces Coronavirus Replication In Vitro by 100%,0
1811,Let us call on God and believe together for the cure of corona!,1
1812,"Hi, just a reminder that for Aprilfoolsday2020 don't be a jackass and joke about having the coronavirus. It ain't funny, y'all.",1
1813,Im finna get a condo soon as this corona shit over Stg,0
1814,So proud of helping fight our war on coronavirus and protecting Americans in a different way!,0
1815,Crisis is the breeding place for creativity. It will force you to become more cutting-edge and resourceful. COVID19,0
1816,Fellow ICs - Have you noticed a change in number of STEMI patients in your hospital since COVID19 Pandemic? pls RT/Comment below,0
1817,what's with Illegal border crossings and lawful travel drop amid coronavirus restrictions,0
1818,Basically it's a announcement that old and poor are already dead even before infected with covid-19.,1
1819,Im ready for war over this coronavirus shit.. China might have to go frfr,1
1820,Don't buy accept anything from outside. It's NOT safe. Its can hold Corona viruses. Stay home with only belonging things.,1
1821,"Anyone questioning our publicly doubting the severity of COVID19 will be blocked, de-platforming stupidity is important too.",1
